Name,Teff,e_Teff,R*,e_R*,log(g),e_log(g),[Fe/H],e_[Fe/H],M*,e_M*,logAge,e_logAge,plx,Vmag,Notes,SCat,unknown,Gaia,2M,Simbad,_RA,_DE,simbadnames,ID_NAME
HD_215049,5109,60,2.65,0.35,3.63,0.05,0.06,0.05,1.12,0.16,9.89,0.23,9.3,8.3,A,1,1,Gaia,2M,Simbad,340.71769,-27.88689,Gaia_DR1_6608953872445154944|SPOCS_3201|CD-28_17894|CPD-28__7629|GSC_06970-00811|HD_215049|HIC_112136|HIP_112136|PPM_274165|SAO_191344|TYC_6970-811-1|YZ_118_14645|uvby98_100215049|2MASS_J22425224-2753126|GEN#_+1.00215049|Gaia_DR2_6608953876740211840,Gaia_DR2_6608953876740211840
HD_216834,5058,60,3.17,0.35,3.4,0.05,-0.23,0.05,0.91,0.06,10.09,0.09,7.7,8.1,A,1,1,Gaia,2M,Simbad,344.08518,-6.54584,BD-07__5892|SPOCS_3212|BD+07__5892|GSC_05241-00135|HD_216834|HERZ__2989|HIC_113279|HIP_113279|PPM_206952|SAO_146397|TYC_5241-135-1|YZ__96__8164|uvby98_100216834|2MASS_J22562044-0632449|Gaia_DR1_2610913264938257280|GEN#_+1.00216834|Gaia_DR2_2610913269233969408,Gaia_DR2_2610913269233969408
HD_217681,4954,60,3.36,0.42,3.45,0.05,0.24,0.05,1.2,0.16,9.81,0.19,10.7,7.8,A,1,1,Gaia,2M,Simbad,345.63289,-11.26569,SPOCS_3215|BD-12__6404|GSC_05823-00841|HD_217681|HIC_113779|HIP_113779|N30_5065|PMC_90-93__6325|PPM_241091|SAO_165454|TYC_5823-841-1|YZC_11__8082|2MASS_J23023188-1115564|Gaia_DR1_2605432543071181824|Gaia_DR2_2605432547366879872,Gaia_DR2_2605432547366879872
HD_21774,5692,60,1.23,0.13,4.25,0.05,0.2,0.05,1.02,0.06,9.93,0.13,18.7,8.2,A,1,1,Gaia,2M,Simbad,52.81426,20.76808,2MASS_J03311544+2046054|LSPM_J0331+2046|TYC_1246-42-1|ASCC__747541|USNO-B1.0_1107-00039134|AG+20__322|BD+20___578|G___5-42|GC__4198|GEN#_+1.00021774|HD__21774|HIC__16405|HIP__16405|LTT_11155|NLTT_11111|PPM__92574|SAO__75971|SPOCS__169|UBV_M___9551|YZ__20__1037|YZC_25__1037|uvby98_100021774|Gaia_DR1_58324212771048832|Gaia_DR2_58324212771048832,Gaia_DR2_58324212771048832
HD_220339,4954,60,0.71,0.04,4.56,0.05,-0.24,0.05,0.75,0.04,9.79,0.52,52.4,7.8,A,1,1,Gaia,2M,Simbad,350.7704,-10.76424,PLX_5658|BD-11__6064|Ci_20_1422|G_157-54|G_273-27|GC_32541|GCRV_14669|GEN#_+1.00220339|GJ__9824|GJ___894.5|HD_220339|HIC_115445|HIP_115445|LFT_1787|LHS__3939|LPM_870|LTT__9515|NLTT_56681|PM_23205-1103|PPM_241559|SAO_165664|SKY#_44295|SPOCS_1017|TYC_5825-174-1|UBV___20047|UBV_M__27006|YZC_11__8176|uvby98_100220339|2MASS_J23230484-1045516|PLX_5658.00|WISEA_J232305.20-104548.6|Gaia_DR1_2436812298829164288|WEB_20441|Gaia_DR2_2436812303124645504,Gaia_DR2_2436812303124645504
HD_221504,5334,60,2.36,0.28,3.76,0.05,0.29,0.05,1.23,0.12,9.76,0.14,11.8,8.1,A,1,1,Gaia,2M,Simbad,353.21108,-21.68769,SPOCS_3230|BD-22__6146|CD-22_16358|CPD-22__8378|GSC_06409-00412|HD_221504|HIC_116217|HIP_116217|PPM_275076|SAO_191982|SRS__18124|TYC_6409-412-1|YZ_111_15748|uvby98_100221504|2MASS_J23325066-2141155|Gaia_DR1_2388468250024656512|GEN#_+1.00221504|Gaia_DR2_2388468250024656512,Gaia_DR2_2388468250024656512
HD_221822,5420,60,0.76,0.04,4.57,0.05,-0.37,0.05,0.81,0.04,9.59,0.48,25.8,8.4,A,2,1,Gaia,2M,Simbad,353.84642,2.22533,[SMM2006]_SPG_171|SPOCS_3232|LSPM_J2335+0213|TYC__585-429-1|ASCC_1179985|USNO-B1.0_0922-00757816|AG+01_2832|BD+01__4740|Ci_18_3091|G_157-79|G__29-48|GC_32794|GEN#_+1.00221822|HD_221822|HIC_116410|HIP_116410|LTT_16941|NLTT_57303|PPM_174235|SAO_128268|UBV_M__27108|YZ___1__8114|YZC_20__8114|uvby98_100221822|2MASS_J23352313+0213315|WISEA_J233523.22+021334.5|Gaia_DR2_2647148976301673472,Gaia_DR2_2647148976301673472
HD_222038,5629,60,1.22,0.13,4.25,0.05,0.22,0.05,1.0,0.06,9.98,0.12,16.3,8.4,A,2,1,Gaia,2M,Simbad,354.32251,-1.51988,SPOCS_3234|AG-01_2855|BD-02__5998|GSC_05251-00789|HD_222038|HIC_116559|HIP_116559|PPM_181666|SAO_146807|TYC_5251-789-1|YZ__91__8100|2MASS_J23371739-0131116|Gaia_DR2_2640924129876538240,Gaia_DR2_2640924129876538240
HD_222986,5859,60,1.04,0.07,4.47,0.05,0.26,0.05,1.09,0.05,9.26,0.29,14.7,8.8,A,1,1,Gaia,2M,Simbad,356.3959200000001,40.4435,SPOCS_3237|AG+40_2488|AGKR_21265|BD+39__5157|GSC_03236-00378|HD_222986|HIC_117184|HIP_117184|PPM__64630|SAO__53350|TYC_3236-378-1|2MASS_J23453502+4026365|1RXS_J234535.4+402626|Gaia_DR1_1921178316481108736|Gaia_DR2_1921178320776903168,Gaia_DR2_1921178320776903168
HD_224619,5454,60,0.84,0.06,4.49,0.05,-0.17,0.05,0.86,0.05,9.78,0.46,28.7,7.5,A,1,1,Gaia,2M,Simbad,359.86847,-20.03471,PLX_5797|SPOCS_3244|BD-20__6684|CPD-20__8547|Ci_20_1468|G_266-21|G_273-193|GC_33265|GCRV_15011|GEN#_+1.00224619|HD_224619|HIC_118278|HIP_118278|LFT_1842|LHS__4055|LPM_897|LTT__9825|NLTT_58653|PM_23569-2019|PPM_275547|SAO_192293|SKY#_45251|TYC_6411-1284-1|UBV___20604|UBV_M__27384|YZ_110__9973|YZC_13__9973|uvby98_100224619|2MASS_J23592838-2002050|PLX_5797.00|Ci_18_3146|WISEA_J235928.80-200208.2|WEB_20789|Gaia_DR2_2341817487782612480,Gaia_DR2_2341817487782612480
HD_22657,4792,60,4.91,0.68,3.11,0.05,0.07,0.05,1.14,0.2,9.86,0.26,7.8,7.8,A,1,1,Gaia,2M,Simbad,54.58527,-11.20146,SPOCS_2590|BD-11___703|GSC_05306-00969|HD__22657|HIC__16977|HIP__16977|PPM_213192|SAO_149077|SKY#__5508|TYC_5306-969-1|YZC_11___838|uvby98_100022657|Gaia_DR1_5115486541241885696|GEN#_+1.00022657|Gaia_DR2_5115486545537710976,Gaia_DR2_5115486545537710976
HD_234314,5566,60,1.47,0.18,4.09,0.05,0.14,0.05,1.0,0.06,10.03,0.1,14.2,9.3,A,1,1,Gaia,2M,Simbad,248.13215,50.18425,SPOCS_2933|AG+50_1174|BD+50__2304|GSC_03505-00655|HD_234314|HIC__80999|HIP__80999|PPM__35510|SAO__29978|TYC_3505-655-1|YZ__50__5019|2MASS_J16323172+5011031|Gaia_DR1_1411809317027984000|Gaia_DR2_1411809321323302016,Gaia_DR2_1411809321323302016
HD_23825,5588,60,2.48,0.3,3.74,0.05,0.14,0.05,1.33,0.13,9.62,0.13,9.1,7.9,A,1,1,Gaia,2M,Simbad,57.0914,10.79306,2MASS_J03482193+1047349|SPOCS_2598|AG+10__384|BD+10___487|GCRV__2159|GSC_00661-00782|HD__23825|HIC__17778|HIP__17778|PPM_119375|SAO__93612|SKY#__5796|TYC__661-782-1|YZ__10__1105|uvby98_100023825|Gaia_DR1_36227293227520128|GEN#_+1.00023825|WEB__3408|Gaia_DR2_36227297525551488,Gaia_DR2_36227297525551488
HD_238433,4936,60,4.91,0.73,3.13,0.05,0.0,0.05,1.24,0.26,9.7,0.29,5.1,8.4,A,1,1,Gaia,2M,Simbad,228.40824,57.19163,Pul_-3_1260350|SPOCS_2899|AG+57__985|BD+57__1559|GSC_03871-00810|HD_238433|HIC__74517|HIP__74517|PPM__34881|SAO__29451|TYC_3871-810-1|YZ__57__8280|2MASS_J15133796+5711299|Gaia_DR1_1613032417499232512|Gaia_DR2_1613032421791513984,Gaia_DR2_1613032421791513984
HD_24238,4951,60,0.67,0.03,4.54,0.05,-0.45,0.05,0.69,0.03,9.96,0.48,47.8,7.8,A,1,1,Gaia,2M,Simbad,58.76601,61.16681,2MASS_J03550380+6110006|PLX__848|LSPM_J0355+6110|ASCC__115929|USNO-B1.0_1511-00114645|AG+61__354|AGKR__3424|BD+60___762|Ci_18__521|Ci_20__268|G_246-53|G_247-6|GC__4684|GCRV__2229|GEN#_+1.00024238|GJ___155.2|GJ__9136|GSC_04063-00747|HD__24238|HIC__18324|HIP__18324|LFT__319|LHS__1613|LTT_11289|MCC_433|NLTT_12095|PPM__14555|SAO__12955|SKY#__5988|SPOCS__191|TYC_4063-747-1|UBV____3750|UBV_M___9757|PLX__850.01|PLX__848.00|WISEA_J035504.43+610958.0|Gaia_DR1_474648758710195968|WEB__3537|Gaia_DR2_474648763011926272,Gaia_DR2_474648763011926272
HD_24892,5341,60,1.63,0.17,3.96,0.05,-0.3,0.05,0.89,0.05,10.08,0.09,24.6,6.9,A,1,1,Gaia,2M,Simbad,59.11945,-25.18134,2MASS_J03562864-2510525|CD-25__1653|CPD-25___484|GC__4755|GJ__3258|HD__24892|HIC__18432|HIP__18432|LTT__1829|NLTT_12214|PPM_246887|SAO_168977|SKY#__6023|SPOCS__193|YZ_115__1844|uvby98_100024892|TYC_6458-1243-1|IRAS_03543-2519|AKARI-IRC-V1_J0356287-251054|WISEA_J035628.72-251055.7|Gaia_DR1_5082840941501535104|GEN#_+1.00024892|Gaia_DR2_5082840945798327936,Gaia_DR2_5082840945798327936
HD_26007,4778,60,6.5,0.97,2.81,0.05,-0.13,0.05,0.98,0.21,10.0,0.27,3.9,8.4,A,1,1,Gaia,2M,Simbad,61.54759,-23.27981,2MASS_J04061142-2316473|SPOCS_2605|CD-23__1739|CPD-23___466|GSC_06456-00335|HD__26007|HIC__19144|HIP__19144|PPM_247101|SAO_169122|SRS___5513|TYC_6456-335-1|YZ_113__1914|Gaia_DR1_5089410763995515520|Gaia_DR2_5089410768291958400,Gaia_DR2_5089410768291958400
HD_26161,6033,60,1.47,0.16,4.15,0.05,-0.01,0.05,1.14,0.06,9.72,0.1,24.7,6.9,A,1,1,Gaia,2M,Simbad,62.4119,31.65213,2MASS_J04093885+3139078|SPOCS_2609|ADS__3029_A|AG+31__388|BD+31___714|CCDM_J04096+3139A|CSI+31___714__1|GC__4997|GSC_02358-02192|HD__26161|HIC__19428|HIP__19428|IDS_04033+3123_A|PPM__69158|SAO__57026|SKY#__6349|TD1__2855|TYC_2358-2192-1|uvby98_100026161|WDS_J04096+3139A|**_HO__327A|Gaia_DR1_169149762171694976|GEN#_+1.00026161|Gaia_DR2_169149766470219520,Gaia_DR2_169149766470219520
HD_26634,4902,60,4.99,0.64,3.03,0.05,-0.14,0.05,0.96,0.16,10.02,0.22,5.9,8.0,A,1,1,Gaia,2M,Simbad,63.04665,-13.63718,2MASS_J04121119-1338138|SPOCS_2611|BD-14___837|GSC_05318-00304|HD__26634|HIC__19614|HIP__19614|PPM_213989|SAO_149451|TYC_5318-304-1|YZ___0__5521|YZC_11___999|Gaia_DR1_3176710403719903872|Gaia_DR2_3176710408016328448,Gaia_DR2_3176710408016328448
HD_27496,5561,60,1.49,0.19,4.1,0.05,0.33,0.05,1.06,0.09,9.95,0.13,11.2,8.9,A,1,1,Gaia,2M,Simbad,65.18336,8.40899,2MASS_J04204399+0824323|SPOCS_2616|LSPM_J0420+0824|ASCC_1008895|UCAC2__34584871|USNO-B1.0_0984-00046479|AG+08__448|BD+08___671|GSC_00668-00677|HD__27496|HIC__20273|HIP__20273|PPM_147444|SAO_111757|TYC__668-677-1|YZ___8__1593|uvby98_100027496|Gaia_DR1_3299112023853746688|GEN#_+1.00027496|Gaia_DR2_3299112028149885568,Gaia_DR2_3299112028149885568
HD_27859,6013,60,1.07,0.06,4.47,0.05,0.21,0.05,1.12,0.04,9.19,0.23,22.1,7.8,A,1,1,Gaia,2M,Simbad,66.11803,16.88617,2MASS_J04242831+1653103|2E__1021|Cl*_Melotte___25______S______90|Cl*_Melotte___25_____VA_____319|Cl*_Melotte___25____HAN_____320|SPOCS_2620|AAVSO_0418+16|AG+16__369|BD+16___592|GC__5339|GCRV__2559|GEN#_+5.20250052|GSC_01269-01152|HD__27859|HIC__20577|HIP__20577|JP11__4836|LP___16-592|PPM_119861|ROT__3857|SAO__93914|SKY#__6794|TYC_1269-1152-1|UBV____4253|UBV_M__41258|V*_V897_Tau|YZ__16__1163|[AKS95]___43|[HFE83]__296|uvby98_520251319|Cl_Melotte___25____52|2E_0421.5+1646|1RXS_J042427.5+165305|**_PAT____6|WDS_J04245+1653AB|Gaia_DR1_3313662892016181504|uvby98_520250052|[RSP2011]_293|WEB__3943|Gaia_DR2_3313662896312488192,Gaia_DR2_3313662896312488192
HD_28005,5747,60,1.29,0.15,4.24,0.05,0.28,0.05,1.08,0.08,9.82,0.14,33.4,6.7,A,1,1,Gaia,2M,Simbad,66.85293,46.85315,IRAS_04237+4644|WISE_J042724.78+465108.3|2MASS_J04272469+4651117|PLX__975|LSPM_J0427+4651|TYC_3329-2203-1|ASCC__314746|USNO-B1.0_1368-00112285|AG+46__419|BD+46___884|Ci_18__585|Furuhjelm__III-837|G_175-33|G__81-19|GC__5382|GCRV__2583|HD__28005|HIC__20800|HIP__20800|LTT_11423|NLTT_13263|PPM__47085|SAO__39540|SKY#__6885|SPOCS__213|uvby98_100028005|PLX__975.00|WISEA_J042724.78+465108.3|Gaia_DR1_257134503691026560|GEN#_+1.00028005|WEB__3990|Gaia_DR2_257134507991047936,Gaia_DR2_257134507991047936
HD_30708,5707,60,1.22,0.13,4.26,0.05,0.15,0.05,1.01,0.05,9.94,0.11,33.3,6.8,A,1,1,Gaia,2M,Simbad,72.87268,35.81514,2MASS_J04512944+3548545|AG+35__472|AGKR__4305|BD+35___914|FK5_4446|GC__5904|GEN#_+1.00030708|GSC_02399-01393|HD__30708|HIC__22576|HIP__22576|IRAS_04481+3543|PMC_90-93__2240|PPM__69693|SAO__57460|SKY#__7563|SPOCS__232|TYC_2399-1393-1|uvby98_100030708|Gaia_DR1_174156250928382848|Gaia_DR2_174156255225869440,Gaia_DR2_174156255225869440
HD_31253,6027,60,1.72,0.22,4.06,0.05,0.21,0.05,1.28,0.11,9.6,0.11,17.2,7.1,A,1,1,Gaia,2M,Simbad,73.68189,12.35219,2MASS_J04544364+1221079|AG+12__487|AGKR__4352|BD+12___673|GC__5981|GSC_00692-00497|HD__31253|HIC__22826|HIP__22826|PMC_90-93__2254|PPM_120377|SAO__94193|SKY#__7657|SPOCS__236|TD1__3690|TYC__692-497-1|YZ__12__1414|uvby98_100031253|Gaia_DR2_3295354481521174656|UCAC3_205-19215|**_TOK__251A|WDS_J04547+1221A|Gaia_DR1_3295354477226053376|GEN#_+1.00031253,Gaia_DR2_3295354481521174656
HD_31423,6603,60,2.18,0.27,3.94,0.05,0.11,0.05,1.57,0.1,9.28,0.06,15.8,6.4,A,1,1,Gaia,2M,Simbad,74.03739,7.904689999999999,2MASS_J04560897+0754169|GC__6023|SPOCS_2632|AG+07__541|BD+07___759|GSC_00684-00555|HD__31423|HIC__22938|HIP__22938|PPM_148190|SAO_112225|SKY#__7705|TD1__3730|TYC__684-555-1|YZ___7__1880|uvby98_100031423|1RXS_J045609.7+075424|Gaia_DR1_3288715144981702016|GEN#_+1.00031423|Gaia_DR2_3288709273762668544,Gaia_DR2_3288709273762668544
HD_31451,4921,60,3.8,0.55,3.34,0.05,0.0,0.05,1.15,0.22,9.84,0.27,8.8,8.1,A,1,1,Gaia,2M,Simbad,74.46084,39.63238,2MASS_J04575060+3937565|SPOCS_2634|AG+39__562|BD+39__1117|GSC_02898-02736|HD__31451|HIC__23071|HIP__23071|PPM__69786|SAO__57529|SKY#__7755|TYC_2898-2736-1|uvby98_100031451|Gaia_DR1_199254321821062016|GEN#_+1.00031451|Gaia_DR2_199254326118502144,Gaia_DR2_199254326118502144
HD_31560,4702,60,0.74,0.03,4.48,0.05,0.13,0.05,0.76,0.03,10.0,0.45,38.9,8.1,A,2,1,Gaia,2M,Simbad,73.92463000000002,-28.56391,2MASS_J04554189-2833500|PLX_1109|CD-28__1839|CPD-28___701|GCRV_55643|GEN#_+1.00031560|GJ__2037|HD__31560|HIC__22907|HIP__22907|LTT__2124|NLTT_14202|PPM_248201|SAO_169892|SPOCS__238|UBV____4761|UGP__99|YZ_118__2029|PLX_1109.00|2EUVE_J0455-28.5|EUVE_J0455-28.5|TYC_6472-1376-1|GSC_06472-01376|Gaia_DR1_4879850204293068160|WEB__4445|Gaia_DR2_4879850208590379904,Gaia_DR2_4879850208590379904
HD_33636,5960,60,0.99,0.06,4.49,0.05,-0.06,0.05,1.04,0.04,9.27,0.29,34.0,7.1,A,1,1,Gaia,2M,Simbad,77.94354,4.4035400000000005,LSPM_J0511+0424|TYC__107-1139-1|ASCC_1105164|2MASS_J05114645+0424127|USNO-B1.0_0944-00053321|AG+04__552|AGKR__4620|BD+04___858|G__97-25|GC__6360|GEN#_+1.00033636|HD__33636|HIC__24205|HIP__24205|LTT_11601|NLTT_14649|PPM_148582|SAO_112506|SKY#__8178|SPOCS__252|SRS___6220|Tou__723|UBV_M__10703|YZ___4__1600|YZC_20__1600|[HFE83]__359|uvby98_100033636|WISEA_J051146.54+042410.9|Gaia_DR1_3238810133261780096|Gaia_DR2_3238810137558836352,Gaia_DR2_3238810137558836352
HD_3404,5339,60,2.17,0.26,3.81,0.05,0.2,0.05,1.15,0.12,9.84,0.16,12.2,7.9,A,1,1,Gaia,2M,Simbad,9.19506,-24.50094,2MASS_J00364681-2430034|SPOCS_2082|CD-25___221|CPD-25____62|GSC_06421-01236|HD___3404|HIC___2902|HIP___2902|PPM_243024|SAO_166411|TYC_6421-1236-1|YZ_114___267|uvby98_100003404|Gaia_DR1_2347327926527218816|GEN#_+1.00003404|Gaia_DR2_2347327930823092224,Gaia_DR2_2347327930823092224
HD_3458,5101,60,6.88,0.85,2.95,0.05,0.12,0.05,1.58,0.16,9.39,0.15,1.8,8.2,A,1,1,Gaia,2M,Simbad,9.34562,-19.56503,2MASS_J00372295-1933540|SPOCS_2084|BD-20____97|CPD-20____49|GSC_05849-01100|HD___3458|HIC___2945|HIP___2945|PPM_209059|SAO_147372|TYC_5849-1100-1|YZ___0__6784|YZ_109___144|uvby98_100003458|Gaia_DR1_2363035824519476608|GEN#_+1.00003458|Gaia_DR2_2363035828815476864,Gaia_DR2_2363035828815476864
HD_35112,4895,60,0.76,0.04,4.46,0.05,-0.08,0.05,0.76,0.03,10.07,0.37,50.2,7.7,A,2,1,Gaia,2M,Simbad,80.65621,2.60319,uvby98_100035112|**_A_2641|1RXS_J052238.8+023608|YZ___2__1681|UGP_113|SAO_112692|PPM_148849|IRAS_05199+0233|HIP__25119|HIC__25119|HD__35112|CCDM_J05226+0236AB|BD+02___934|AG+02__572|ADS__3959_AB|USNO-B1.0_0926-00076798|ASCC_1106025|LSPM_J0522+0236|SPOCS_2645|WDS_J05226+0236AB|2MASS_J05223749+0236111|Gaia_DR2_3234412606443085824,Gaia_DR2_3234412606443085824
HD_3684,6163,60,2.28,0.28,3.9,0.05,0.33,0.05,1.55,0.1,9.38,0.09,,7.3,A,3,1,Gaia,2M,Simbad,9.92737,8.12279,2MASS_J00394256+0807221|SPOCS_2085|AG+07___72|BD+07____90|GSC_00603-00920|HD___3684|PPM_143750|SAO_109354|TYC__603-920-1|YZ___7___213|uvby98_100003684|EPIC_220559705|GEN#_+1.00003684|Gaia_DR2_2557461610961429760,Gaia_DR2_2557461610961429760
HD_37008,4980,60,0.69,0.03,4.53,0.05,-0.42,0.05,0.7,0.03,9.99,0.44,48.7,7.7,A,2,1,Gaia,2M,Simbad,84.54942,51.44574,2MASS_J05381191+5126445|PLX_1274|LSPM_J0538+5126|ASCC__246476|USNO-B1.0_1414-00165358|AG+51__498|BD+51__1094|Ci_20__338|G_191-48|GC__6976|GCRV__3464|GEN#_+1.00037008|GJ__3358|HD__37008|HIC__26505|HIP__26505|LFT__420|LHS__1772|LTT_11689|NLTT_15370|PPM__29936|SAO__25290|SKY#__9154|SPOCS__272|TYC_3372-438-1|UBV____5504|UBV_M__11205|YZ__51__2241|YZC_26__2241|[E38]_28|PLX_1274.00|Gmb__990|WISEA_J053811.24+512645.7|WEB__5224|Gaia_DR2_215395053733297024,Gaia_DR2_215395053733297024
HD_37124,5604,60,0.76,0.04,4.6,0.05,-0.45,0.05,0.82,0.04,9.41,0.42,30.1,7.7,A,2,1,Gaia,2M,Simbad,84.26035999999998,20.73079,PLX_1282|LSPM_J0537+2043|ASCC__753279|2MASS_J05370249+2043515|USNO-B1.0_1107-00081836|AG+20__532|AGKR__5002|BD+20__1018|Ci_20__340|G_100-27|GC__6970|GCRV_56440|GEN#_+1.00037124|GJ___209|HD__37124|HIC__26381|HIP__26381|LHS__6091|LTT_11687|NLTT_15363|PPM__94568|SAO__77323|SKY#__9094|SPOCS__270|UBV_M__11223|YZ__20__1829|YZC_25__1829|uvby98_100037124|Gaia_DR2_3402798414192387328|PLX_1282.00|TYC_1310-2544-1|**_RBR___15|WISEA_J053702.42+204346.6|WEB__5201,Gaia_DR2_3402798414192387328
HD_37213,5447,60,1.59,0.17,3.98,0.05,-0.4,0.05,0.87,0.06,10.09,0.1,12.7,8.2,A,1,1,Gaia,2M,Simbad,83.92118,-27.62083,2MASS_J05354107-2737146|CD-27__2373|CPD-27___903|HD__37213|HIC__26273|HIP__26273|LTT__2324|NLTT_15353|PPM_249105|SAO_170581|SKY#__9049|SPOCS__268|YZ_117__2405|uvby98_100037213|TYC_6497-180-1|WISEA_J053541.10-273717.2|Gaia_DR1_2908352463290505472|GEN#_+1.00037213|Gaia_DR2_2908352467587345152,Gaia_DR2_2908352467587345152
HD_37394,5249,60,0.85,0.05,4.5,0.05,0.15,0.05,0.89,0.04,9.73,0.49,81.7,6.2,A,2,1,Gaia,2M,Simbad,85.33473000000002,53.48106,2MASS_J05412033+5328523|PLX_1289|LSPM_J0541+5328|ASCC__246596|V*_V538_Aur|GSC_03749-01334|NSV_16618|2RE_J0541+532|2RE_J054119+532931|AG+53__486|BD+53___934|CCDM_J05413+5329A|CSI+53___934__1|Ci_20__341|GC__7064|GCRV__3500|GEN#_+1.00037394|GJ___211|HD__37394|HIC__26779|HIP__26779|HR__1925|IDS_05332+5326_A|IRAS_05373+5327|JP11__1201|LFT__423|LHS__1774|LTT_11694|NLTT_15439|PMC_90-93__4855|PPM__29972|RE_J0541+532|RE_J054117+532855|SAO__25319|SKY#__9285|SPOCS__276|TYC_3749-1334-1|UBV____5672|UBV_M__11289|YZ__53__2262|[GKL99]_145|uvby98_100037394|USNO-B1.0_1434-00163923|1RXS_J054122.0+532903|WDS_J05413+5329A|**_ENG___22A|**_BUP___82A|WISEA_J054120.37+532846.5|WEB__5281|Gaia_DR2_263916708025623680,Gaia_DR2_263916708025623680
HD_37605,5329,60,1.0,0.09,4.36,0.05,0.27,0.05,0.91,0.04,10.08,0.16,21.6,8.7,A,1,1,Gaia,2M,Simbad,85.0072,6.06058,SPOCS_2650|LSPM_J0540+0603|TYC__127-402-1|ASCC_1013827|UCAC2__33880620|2MASS_J05400172+0603381|USNO-B1.0_0960-00066331|AG+06__608|BD+05___985|G__99-22|G_102-19|GEN#_+1.00037605|HD__37605|HIC__26664|HIP__26664|LTT_11695|NLTT_15443|PPM_149295|SAO_113015|Tou__758|UBV_M__11335|YZ___6__2326|YZC_22__2326|uvby98_100037605|Gaia_DR2_3332911492327546368|WISEA_J054001.76+060335.6|Gaia_DR1_3332911492327546368,Gaia_DR2_3332911492327546368
HD_3795,5380,60,1.47,0.12,4.11,0.05,-0.54,0.05,0.83,0.02,10.16,0.03,39.9,6.1,A,1,1,Gaia,2M,Simbad,10.13674,-23.80487,2MASS_J00403279-2348172|PLX__117|CD-24___263|CPD-24____60|Ci_20___45|Ci_18___87|EGM_307|G_268-22|G_266-152|GC___799|GCRV___368|GEN#_+1.00003795|GJ____27.2|GJ__9019|GSC_06421-00824|HD___3795|HIC___3185|HIP___3185|HR___173|IRAS_00380-2404|LFT___62|LHS__1124|LPM__33|LTT___357|NLTT__2201|PM_00380-2404|PPM_243110|SAO_166475|SKY#__1066|SPOCS___30|TYC_6421-824-1|UBV_____534|UBV_M___7558|YZ_114___306|YZC_14___306|uvby98_100003795|PLX__117.00|RAVE_J004032.8-234818|WISEA_J004033.23-234820.9|Gaia_DR1_2347427397969642496|WEB___570|Gaia_DR2_2347427397969642496,Gaia_DR2_2347427397969642496
HD_38467,5753,60,1.43,0.17,4.15,0.05,0.24,0.05,1.09,0.1,9.86,0.14,13.9,8.2,A,1,1,Gaia,2M,Simbad,86.164,-29.91667,2MASS_J05443935-2954599|SPOCS_2653|CD-29__2447|CPD-29___971|GSC_06502-00304|HD__38467|HIC__27090|HIP__27090|LTT__2365|NLTT_15571|PPM_249313|SAO_170771|TYC_6502-304-1|YZ_119__2500|uvby98_100038467|WISEA_J054439.34-295501.8|GSPC_S424-A|Gaia_DR1_2903934213252672000|GEN#_+1.00038467|Gaia_DR2_2903934217549703936,Gaia_DR2_2903934217549703936
HD_3861,6219,60,1.28,0.13,4.29,0.05,0.17,0.05,1.21,0.05,9.4,0.22,30.1,6.5,A,1,1,Gaia,2M,Simbad,10.29948,9.35506,2MASS_J00411185+0921181|LSPM_J0041+0921|ASCC_1001503|USNO-B1.0_0993-00005228|AG+09___51|AGKR___554|BD+08____94|GC___817|GCRV___375|GEN#_+1.00003861|GSC_00604-01300|HD___3861|HIC___3236|HIP___3236|PPM_143767|SAO_109369|SKY#__1077|SPOCS___33|TD1___371|TYC__604-1300-1|YZ___9___221|uvby98_100003861|[ZEH2003]_RX_J0041.2+0921__2|RX_J0041.2+0921|1RXS_J004113.1+092105|Gaia_DR1_2750176823597034496|**_SOZ____6A|WDS_J00412+0921A|WEB___580|Gaia_DR2_2750176827892427904,Gaia_DR2_2750176827892427904
HD_39094,5432,60,1.83,0.24,3.94,0.05,0.23,0.05,1.1,0.11,9.92,0.15,15.8,7.9,A,1,1,Gaia,2M,Simbad,87.99874,37.83246,2MASS_J05515968+3749567|SPOCS_2656|LSPM_J0551+3749|ASCC__476832|UCAC2__44979435|USNO-B1.0_1278-00147156|AG+37__653|AGKR__5226|BD+37__1340|CCDM_J05520+3750A|CSI+37__1340__1|GSC_02912-01185|HD__39094|HIC__27706|HIP__27706|IDS_05451+3749_A|PPM__70940|SAO__58517|TYC_2912-1185-1|uvby98_100039094|WDS_J05520+3750A|Gaia_DR1_3457728052317216896|GEN#_+1.00039094|Gaia_DR2_3457728056610682880,Gaia_DR2_3457728056610682880
HD_40537,4962,60,3.07,0.4,3.45,0.05,-0.09,0.05,0.91,0.17,10.12,0.22,13.6,7.3,A,1,1,Gaia,2M,Simbad,89.64766999999998,-21.54389,2MASS_J05583543-2132381|N30_1280|SPOCS_2659|BD-21__1316|CPD-21__1041|GSC_05943-02257|HD__40537|HIC__28284|HIP__28284|IRAS_05564-2132|PPM_249672|SAO_171090|SKY#__9917|TYC_5943-2257-1|YZ_111__2019|uvby98_100040537|RAVE_J055835.4-213238|WISEA_J055835.52-213237.5|Gaia_DR1_2917842141990377088|GEN#_+1.00040537|Gaia_DR2_2917842141990377088,Gaia_DR2_2917842141990377088
